Frequency (GHz), Wave Refl (dB), Wave Refl (rad), Wave Trans (dB), Wave Trans (rad)
1.382434071129084430e+01,-1.087421682763681119e+00,-3.126822954144644395e+00,-2.947797521999377324e+01,1.480694991582147013e+00
1.383397439819766817e+01,-1.087124616329574689e+00,-3.126782087944000477e+00,-2.945971299744440941e+01,1.480398335132612431e+00
1.384360808510449026e+01,-1.086825433546721120e+00,-3.126741125486666828e+00,-2.944137903050383187e+01,1.480097604757070640e+00
1.385324177201131235e+01,-1.086524104523003853e+00,-3.126700078722569831e+00,-2.942297048643736090e+01,1.479792797598915355e+00
1.386287545891813622e+01,-1.086220656694488751e+00,-3.126658958646326703e+00,-2.940448478274543476e+01,1.479483740656817536e+00
1.387250914582495831e+01,-1.085915161644399163e+00,-3.126617771927416189e+00,-2.938592032840439217e+01,1.479170131928379206e+00
1.388214283273178040e+01,-1.085607708372671620e+00,-3.126576518859061071e+00,-2.936727696321172942e+01,1.478851620351119500e+00
1.389177651963860427e+01,-1.085298371162831899e+00,-3.126535193254169620e+00,-2.934855596330496752e+01,1.478527900259774652e+00
1.390141020654542814e+01,-1.084987181853728444e+00,-3.126493784322772918e+00,-2.932975961247231567e+01,1.478198791761748065e+00
1.391104389345225201e+01,-1.084674114991648564e+00,-3.126452279960180825e+00,-2.931089047014396698e+01,1.477864282775639193e+00
1.392067758035907410e+01,-1.084359090415004445e+00,-3.126410670443413142e+00,-2.929195055824634863e+01,1.477524520140838460e+00
1.393031126726589619e+01,-1.084041992505321517e+00,-3.126368951407368701e+00,-2.927294071294231514e+01,1.477179752639131483e+00
1.393994495417272006e+01,-1.083722700246002812e+00,-3.126327125190714984e+00,-2.925386029668558052e+01,1.476830243294615652e+00
1.394957864107954215e+01,-1.083401118921355266e+00,-3.126285200138195108e+00,-2.923470735652183805e+01,1.476476177549511881e+00
1.395921232798636424e+01,-1.083077203774506891e+00,-3.126243188069745660e+00,-2.921547917944607775e+01,1.476117595078591416e+00
1.396884601489318811e+01,-1.082750968386049228e+00,-3.126201100687063139e+00,-2.919617307577841814e+01,1.475754365776991373e+00
1.397847970180001020e+01,-1.082422475192485134e+00,-3.126158946013902984e+00,-2.917678715311685522e+01,1.475386217043997972e+00
1.398811338870683230e+01,-1.082091811015592819e+00,-3.126116725957591491e+00,-2.915732084698912630e+01,1.475012803960223939e+00
1.399774707561365616e+01,-1.081759055056581431e+00,-3.126074435738236179e+00,-2.913777504857485567e+01,1.474633801016559387e+00
1.400738076252048003e+01,-1.081424249120825687e+00,-3.126032065362660539e+00,-2.911815179214766403e+01,1.474248987604991346e+00
1.401701444942730213e+01,-1.081087379171218110e+00,-3.125989602695709468e+00,-2.909845359807562559e+01,1.473858301453935482e+00
1.402664813633412599e+01,-1.080748373860342726e+00,-3.125947037193038902e+00,-2.907868267101080306e+01,1.473461843960813589e+00
1.403628182324094809e+01,-1.080407120513038333e+00,-3.125904363156113419e+00,-2.905884019601643331e+01,1.473059835962630570e+00
1.404591551014777195e+01,-1.080063493701192368e+00,-3.125861581514498333e+00,-2.903892594500124602e+01,1.472652537465926281e+00
1.405554919705459405e+01,-1.079717387699001385e+00,-3.125818699588998051e+00,-2.901893831138723812e+01,1.472240155703143039e+00
1.406518288396141614e+01,-1.079368742909566192e+00,-3.125775728905202833e+00,-2.899887476117650209e+01,1.471822769331129210e+00
1.407481657086824001e+01,-1.079017558180849434e+00,-3.125732681722664275e+00,-2.897873256281449983e+01,1.471400291621848933e+00
1.408445025777506210e+01,-1.078663885228276609e+00,-3.125689567338193697e+00,-2.895850957444811158e+01,1.470972483641971973e+00
1.409408394468188419e+01,-1.078307806841564354e+00,-3.125646389292297656e+00,-2.893820485053593927e+01,1.470539013278989282e+00
1.410371763158870806e+01,-1.077949405509388114e+00,-3.125603144333488626e+00,-2.891781888511148679e+01,1.470099542131571679e+00
1.411335131849553193e+01,-1.077588732032095153e+00,-3.125559823459446385e+00,-2.889735341938055768e+01,1.469653813920188901e+00
1.412298500540235402e+01,-1.077225783709876428e+00,-3.125516414720044267e+00,-2.887681087321148254e+01,1.469201717700889143e+00
1.413261869230917789e+01,-1.076860498782870268e+00,-3.125472906928601358e+00,-2.885619357351631109e+01,1.468743306866965748e+00
1.414225237921599998e+01,-1.076492768844398373e+00,-3.125429293149039722e+00,-2.883550301330096843e+01,1.468278768344320362e+00
1.415188606612282207e+01,-1.076122465460976008e+00,-3.125385572893448760e+00,-2.881473936510616340e+01,1.467808351450996973e+00
1.416151975302964594e+01,-1.075749472887246094e+00,-3.125341752356947556e+00,-2.879390139496156564e+01,1.467332278043056881e+00
1.417115343993646803e+01,-1.075373716890261511e+00,-3.125297842615315069e+00,-2.877298680151156418e+01,1.466850661148400015e+00
1.418078712684329190e+01,-1.074995180871565426e+00,-3.125253856333086944e+00,-2.875199287647001967e+01,1.466363456635372264e+00
1.419042081375011399e+01,-1.074613904342588411e+00,-3.125209803985641077e+00,-2.873091728585233184e+01,1.465870462403400021e+00
1.420005450065693609e+01,-1.074229964192693121e+00,-3.125165690748753722e+00,-2.870975873561719283e+01,1.465371365180497376e+00
1.420968818756375995e+01,-1.073843444445979234e+00,-3.125121515006895390e+00,-2.868851732105545338e+01,1.464865820631768178e+00
1.421932187447058382e+01,-1.073454403728224538e+00,-3.125077268938457831e+00,-2.866719445547018097e+01,1.464353542468860958e+00
1.422895556137740591e+01,-1.073062850378269983e+00,-3.125032941002316988e+00,-2.864579240113192782e+01,1.463834373614517403e+00
1.423858924828422978e+01,-1.072668732817771753e+00,-3.124988519569046552e+00,-2.862431354554627205e+01,1.463308317990134944e+00
1.424822293519105187e+01,-1.072271948143435294e+00,-3.124943996589305772e+00,-2.860275964249028746e+01,1.462775523462414018e+00
1.425785662209787397e+01,-1.071872366343556315e+00,-3.124899370178912505e+00,-2.858113124713674580e+01,1.462236221268437442e+00
1.426749030900469783e+01,-1.071469862763806624e+00,-3.124854645329361968e+00,-2.855942751516238687e+01,1.461690640361736016e+00
1.427712399591151993e+01,-1.071064348916122899e+00,-3.124809832524017228e+00,-2.853764642523110595e+01,1.461138922629193093e+00
1.428675768281834380e+01,-1.070655792215630786e+00,-3.124764944679659706e+00,-2.851578535620008381e+01,1.460581064574388632e+00
1.429639136972516589e+01,-1.070244218598711772e+00,-3.124719993345302704e+00,-2.849384184353163008e+01,1.460016902982140374e+00
1.430602505663198798e+01,-1.069829697195736840e+00,-3.124674985318498965e+00,-2.847181428589404106e+01,1.459446148737732818e+00
1.431565874353881185e+01,-1.069412311712860220e+00,-3.124629920713586806e+00,-2.844970238877644775e+01,1.458868458418770997e+00
1.432529243044563572e+01,-1.068992127244647206e+00,-3.124584793074353772e+00,-2.842750721210851239e+01,1.458283521907999702e+00
1.433492611735245781e+01,-1.068569162648441928e+00,-3.124539591499953417e+00,-2.840523080892821994e+01,1.457691139515270962e+00
1.434455980425928168e+01,-1.068143376927825017e+00,-3.124494304137827694e+00,-2.838287556567298608e+01,1.457091265360623167e+00
1.435419349116610377e+01,-1.067714673805867154e+00,-3.124448921978799643e+00,-2.836044344435250864e+01,1.456484004042563507e+00
1.436382717807292586e+01,-1.067282923118524574e+00,-3.124403441795535752e+00,-2.833793535574226397e+01,1.455869561766945486e+00
1.437346086497974973e+01,-1.066847992517848898e+00,-3.124357867325504134e+00,-2.831535085233344873e+01,1.455248166854547831e+00
1.438309455188657182e+01,-1.066409779815139069e+00,-3.124312208334428576e+00,-2.829268823255625165e+01,1.454619983733138833e+00
1.439272823879339391e+01,-1.065968236083500775e+00,-3.124266477843200551e+00,-2.826994502331784531e+01,1.453985046397413994e+00
1.440236192570021778e+01,-1.065523372446841810e+00,-3.124220688362697285e+00,-2.824711869382820950e+01,1.453343231348698916e+00
1.441199561260703987e+01,-1.065075248455078061e+00,-3.124174848285367734e+00,-2.822420738441204335e+01,1.452694278036386955e+00
1.442162929951386374e+01,-1.064623945567385377e+00,-3.124128959536350614e+00,-2.820121043027334906e+01,1.452037850455096812e+00
1.443126298642068583e+01,-1.064169533820295888e+00,-3.124083017203848289e+00,-2.817812852288577119e+01,1.451373621151547999e+00
1.444089667332750970e+01,-1.063712041852235224e+00,-3.124037011264944486e+00,-2.815496346165535613e+01,1.450701352200330918e+00
1.445053036023433357e+01,-1.063251439446704083e+00,-3.123990929883087908e+00,-2.813171757235750547e+01,1.450020948718722114e+00
1.446016404714115566e+01,-1.062787637946360775e+00,-3.123944763272498371e+00,-2.810839296913467678e+01,1.449332468872634783e+00
1.446979773404797776e+01,-1.062320508439176692e+00,-3.123898506949964293e+00,-2.808499088337225658e+01,1.448636087518732074e+00
1.447943142095480162e+01,-1.061849912188348677e+00,-3.123852163379778002e+00,-2.806151126172143151e+01,1.447932024630023129e+00
1.448906510786162372e+01,-1.061375734028320084e+00,-3.123805741506870959e+00,-2.803795275353929028e+01,1.447220460235368877e+00
1.449869879476844581e+01,-1.060897908528195765e+00,-3.123759254317571621e+00,-2.801431309005352688e+01,1.446501461588420856e+00
1.450833248167526968e+01,-1.060416430917172637e+00,-3.123712715170197107e+00,-2.799058973935812844e+01,1.445774944492713709e+00
1.451796616858209177e+01,-1.059931349408897105e+00,-3.123666134014719376e+00,-2.796678063856503371e+01,1.445040680319798154e+00
1.452759985548891386e+01,-1.059442741239115193e+00,-3.123619514656437612e+00,-2.794288478191716862e+01,1.444298346425895829e+00
1.453723354239573773e+01,-1.058950679710300324e+00,-3.123572853901494639e+00,-2.791890248798260288e+01,1.443547604586164823e+00
1.454686722930256160e+01,-1.058455202296280984e+00,-3.123526142848541465e+00,-2.789483526657255652e+01,1.442788183671259050e+00
1.455650091620938547e+01,-1.057956289552232532e+00,-3.123479369935592054e+00,-2.787068532711619184e+01,1.442019941604369748e+00
1.456613460311620756e+01,-1.057453861290168273e+00,-3.123432524814283795e+00,-2.784645487823738463e+01,1.441242887987838062e+00
1.457576829002302965e+01,-1.056947791215881338e+00,-3.123385601869450579e+00,-2.782214543066753265e+01,1.440457160728935371e+00
1.458540197692985352e+01,-1.056437935585053944e+00,-3.123338602308369349e+00,-2.779775731376275516e+01,1.439662963897972103e+00
1.459503566383667561e+01,-1.055924167146038206e+00,-3.123291534179234663e+00,-2.777328955061074467e+01,1.438860485716067172e+00
1.460466935074349770e+01,-1.055406404007298349e+00,-3.123244410310033636e+00,-2.774874012797113920e+01,1.438049821486529156e+00
1.461430303765032157e+01,-1.054884624601002185e+00,-3.123197244794308602e+00,-2.772410657806469203e+01,1.437230924692838974e+00
1.462393672455714366e+01,-1.054358864147505015e+00,-3.123150049095290370e+00,-2.769938669550473875e+01,1.436403600897917299e+00
1.463357041146396575e+01,-1.053829193669603370e+00,-3.123102828958249422e+00,-2.767457917261229028e+01,1.435567546111422566e+00
1.464320409837078962e+01,-1.053295687938486713e+00,-3.123055583075962538e+00,-2.764968396184394095e+01,1.434722417872760003e+00
1.465283778527761349e+01,-1.052758392125418663e+00,-3.123008303918172857e+00,-2.762470225714515948e+01,1.433867917477331000e+00
1.466247147218443558e+01,-1.052217297344864910e+00,-3.122960980475466108e+00,-2.759963610142181167e+01,1.433003858500937033e+00
1.467210515909125945e+01,-1.051672332575326552e+00,-3.122913602082695750e+00,-2.757448774005452208e+01,1.432130201012656645e+00
1.468173884599808154e+01,-1.051123375453008935e+00,-3.122866162155889302e+00,-2.754925891646361436e+01,1.431247041300156342e+00
1.469137253290490541e+01,-1.050570278671657753e+00,-3.122818660701034421e+00,-2.752395032237938821e+01,1.430354560389027530e+00
1.470100621981172750e+01,-1.050012903948558174e+00,-3.122771104826454369e+00,-2.749856136792766392e+01,1.429452947047763933e+00
1.471063990671854960e+01,-1.049451153191476083e+00,-3.122723507099120610e+00,-2.747309033952343782e+01,1.428542318595841687e+00
1.472027359362537346e+01,-1.048884987338947639e+00,-3.122675882243713286e+00,-2.744753489636656241e+01,1.427622663396465486e+00
1.472990728053219556e+01,-1.048314427096366019e+00,-3.122628243190407993e+00,-2.742189275446211738e+01,1.426693822278137569e+00
1.473954096743901765e+01,-1.047739535311582149e+00,-3.122580597678059178e+00,-2.739616235118761267e+01,1.425755514321044748e+00
1.474917465434584152e+01,-1.047160386343015892e+00,-3.122532946451819669e+00,-2.737034329016227474e+01,1.424807399046398304e+00
1.475880834125266539e+01,-1.046577031756299458e+00,-3.122485283608876117e+00,-2.734443643325472806e+01,1.423849156105640112e+00
1.476844202815948748e+01,-1.045989472823209532e+00,-3.122437598990624785e+00,-2.731844361351302908e+01,1.422880558371252491e+00
1.477807571506631135e+01,-1.045397648236340737e+00,-3.122389881894224839e+00,-2.729236705719238287e+01,1.421901516424070033e+00
1.478770940197313344e+01,-1.044801440818472038e+00,-3.122342124972112387e+00,-2.726620869035949113e+01,1.420912081150171202e+00
1.479734308887995553e+01,-1.044200701208985116e+00,-3.122294327128712244e+00,-2.723996953957075817e+01,1.419912403844898252e+00
1.480697677578677940e+01,-1.043595281319217083e+00,-3.122246494527902705e+00,-2.721364940684484424e+01,1.418902666030537940e+00
1.481661046269360149e+01,-1.042985067351585693e+00,-3.122198639400489029e+00,-2.718724691569601859e+01,1.417883000267071703e+00
1.482624414960042536e+01,-1.042370002292912101e+00,-3.122150777012554279e+00,-2.716075991275613433e+01,1.416853425855804538e+00
1.483587783650724745e+01,-1.041750090990924749e+00,-3.122102921718103108e+00,-2.713418610243294182e+01,1.415813818743280272e+00
1.484551152341406954e+01,-1.041125386232204075e+00,-3.122055083300779188e+00,-2.710752372236821728e+01,1.414763924542909113e+00
1.485514521032089341e+01,-1.040495960041668999e+00,-3.122007264723242415e+00,-2.708077205600648441e+01,1.413703410559917550e+00
1.486477889722771728e+01,-1.039861868946542867e+00,-3.121959461974646022e+00,-2.705393162856584865e+01,1.412631940970150657e+00
1.487441258413453937e+01,-1.039223123806739313e+00,-3.121911666066838453e+00,-2.702700402878605956e+01,1.411549252396547827e+00
1.488404627104136324e+01,-1.038579673437248108e+00,-3.121863866573527435e+00,-2.699999141184831331e+01,1.410455207109281073e+00
1.489367995794818533e+01,-1.037931407050219690e+00,-3.121816055634146547e+00,-2.697289583467261664e+01,1.409349807920666553e+00
1.490331364485500742e+01,-1.037278174803528685e+00,-3.121768231200314325e+00,-2.694571862460662715e+01,1.408233170458793593e+00
1.491294733176183129e+01,-1.036619820209161436e+00,-3.121720398532039642e+00,-2.691845997153858150e+01,1.407105461362602394e+00
1.492258101866865339e+01,-1.035956214520247443e+00,-3.121672569483821214e+00,-2.689111886529718021e+01,1.405966821166451775e+00
1.493221470557547725e+01,-1.035287282593611247e+00,-3.121624759795273096e+00,-2.686369339564800640e+01,1.404817295167399838e+00
1.494184839248229935e+01,-1.034613012310546143e+00,-3.121576985210948063e+00,-2.683618132291324088e+01,1.403656793057712182e+00
1.495148207938912144e+01,-1.033933444648116540e+00,-3.121529257613242958e+00,-2.680858074615786180e+01,1.402485089347151659e+00
1.496111576629594531e+01,-1.033248647400038411e+00,-3.121481582350387640e+00,-2.678089066729047119e+01,1.401301864260001029e+00
1.497074945320276917e+01,-1.032558680547240426e+00,-3.121433957578474416e+00,-2.675311128169844466e+01,1.400106772603230132e+00
1.498038314010959127e+01,-1.031863563843802289e+00,-3.121386375822610137e+00,-2.672524390917855541e+01,1.398899519735751662e+00
1.499001682701641514e+01,-1.031163256525998939e+00,-3.121338827284612982e+00,-2.669729058765518914e+01,1.397679921727338126e+00
1.499965051392323723e+01,-1.030457655365929925e+00,-3.121291303890223467e+00,-2.666925345362045618e+01,1.396447931664714037e+00
1.500928420083005932e+01,-1.029746611697523795e+00,-3.121243802841027204e+00,-2.664113409686197897e+01,1.395203624341400772e+00
1.501891788773688319e+01,-1.029029962247057561e+00,-3.121196328585432500e+00,-2.661293308389013390e+01,1.393947144134630056e+00
1.502855157464370528e+01,-1.028307564373328375e+00,-3.121148892604109548e+00,-2.658464979275957063e+01,1.392678631931943301e+00
1.503818526155052737e+01,-1.027579324958332041e+00,-3.121101511071989076e+00,-2.655628260756197179e+01,1.391398153200664733e+00
1.504781894845735124e+01,-1.026845214109854521e+00,-3.121054201107843706e+00,-2.652782941237438052e+01,1.390105648844013553e+00
1.505745263536417333e+01,-1.026105259462071428e+00,-3.121006976755303253e+00,-2.649928823459874394e+01,1.388800923525875808e+00
1.506708632227099720e+01,-1.025359522780660892e+00,-3.120959845923329201e+00,-2.647065784337565475e+01,1.387483674798411615e+00
1.507672000917782107e+01,-1.024608065988865668e+00,-3.120912809223229445e+00,-2.644193812320497727e+01,1.386153554069073035e+00
1.508635369608464316e+01,-1.023850916976302816e+00,-3.120865861061564495e+00,-2.641313011143190437e+01,1.384810240902975442e+00
1.509598738299146703e+01,-1.023088045637586374e+00,-3.120818992659672553e+00,-2.638423568996940816e+01,1.383453508232331375e+00
1.510562106989828912e+01,-1.022319357481422220e+00,-3.120772196081302852e+00,-2.635525702573957219e+01,1.382083258890993926e+00
1.511525475680511121e+01,-1.021544706795775470e+00,-3.120725468040141948e+00,-2.632619592947209597e+01,1.380699522618219488e+00
1.512488844371193508e+01,-1.020763925383299187e+00,-3.120678812324041207e+00,-2.629705332622282299e+01,1.379302414624787421e+00
1.513452213061875717e+01,-1.019976858116466101e+00,-3.120632240093256016e+00,-2.626782899639907853e+01,1.377892068374107826e+00
1.514415581752557927e+01,-1.019183394462200409e+00,-3.120585767958262036e+00,-2.623852166390676643e+01,1.376468562925261541e+00
1.515378950443240313e+01,-1.018383486337142374e+00,-3.120539414420949953e+00,-2.620912940322995865e+01,1.375031866719731877e+00
1.516342319133922523e+01,-1.017577146813816391e+00,-3.120493195764193928e+00,-2.617965024145335917e+01,1.373581814638551668e+00
1.517305687824604732e+01,-1.016764430038534339e+00,-3.120447122645322757e+00,-2.615008277321011931e+01,1.372118125065038496e+00
1.518269056515287296e+01,-1.015945398463579341e+00,-3.120401198436304480e+00,-2.612042660355278656e+01,1.370640451620561917e+00
1.519232425205969506e+01,-1.015120087383569958e+00,-3.120355419821689402e+00,-2.609068248643016119e+01,1.369148453837218060e+00
1.520195793896651892e+01,-1.014288477608271233e+00,-3.120309779476472922e+00,-2.606085211868127516e+01,1.367641865413977253e+00
1.521159162587334102e+01,-1.013450484638337645e+00,-3.120264270010199681e+00,-2.603093765327782805e+01,1.366120539537920786e+00
1.522122531278016311e+01,-1.012605967683782637e+00,-3.120218887975235944e+00,-2.600094107965953327e+01,1.364584457755013025e+00
1.523085899968698698e+01,-1.011754755808408124e+00,-3.120173636715289689e+00,-2.597086365821548171e+01,1.363033699906061935e+00
1.524049268659380907e+01,-1.010896683245635863e+00,-3.120128527182331801e+00,-2.594070557871676641e+01,1.361468384363761608e+00
1.525012637350063116e+01,-1.010031623114091559e+00,-3.120083576469205866e+00,-2.591046594429450423e+01,1.359888596688227258e+00
1.525976006040745503e+01,-1.009159509230061147e+00,-3.120038804502702323e+00,-2.588014308416213538e+01,1.358294328206685275e+00
1.526939374731427712e+01,-1.008280339331605546e+00,-3.119994229904822891e+00,-2.584973509943678494e+01,1.356685442928724505e+00
1.527902743422109921e+01,-1.007394158696413244e+00,-3.119949866285997686e+00,-2.581924047683390100e+01,1.355061682595639860e+00
1.528866112112792308e+01,-1.006501029124341473e+00,-3.119905720104457103e+00,-2.578865858545718837e+01,1.353422708148258158e+00
1.529829480803474695e+01,-1.005600992736883637e+00,-3.119861790749569597e+00,-2.575798990800463173e+01,1.351768164958671914e+00
1.530792849494156904e+01,-1.004694041647743896e+00,-3.119818072828659083e+00,-2.572723593832175837e+01,1.350097752093613934e+00
1.531756218184839291e+01,-1.003780102785482242e+00,-3.119774559963548022e+00,-2.569639877788343796e+01,1.348411274768914980e+00
1.532719586875521500e+01,-1.002859042537705747e+00,-3.119731248940431190e+00,-2.566548055410459384e+01,1.346708664316953685e+00
1.533682955566203887e+01,-1.001930689838345101e+00,-3.119688142946562603e+00,-2.563448283627182178e+01,1.344989959835948490e+00
1.534646324256886096e+01,-1.000994870682180959e+00,-3.119645252903850974e+00,-2.560340622466169336e+01,1.343255257235594913e+00
1.535609692947568305e+01,-1.000051443545620922e+00,-3.119602596489067903e+00,-2.557225023543505671e+01,1.341504641159048994e+00
1.536573061638250692e+01,-9.991003248960306227e-01,-3.119560195136465541e+00,-2.554101351437904555e+01,1.339738120322855330e+00
1.537536430328932902e+01,-9.981414969796725822e-01,-3.119518069935664606e+00,-2.550969431360162787e+01,1.337955585679796222e+00
1.538499799019615111e+01,-9.971749954785400494e-01,-3.119476237676983565e+00,-2.547829108664379305e+01,1.336156803849989583e+00
1.539463167710297498e+01,-9.962008807728361948e-01,-3.119434708253756572e+00,-2.544680302267371985e+01,1.334341447604588504e+00
1.540426536400979884e+01,-9.952192015628590349e-01,-3.119393484218869084e+00,-2.541523035968710431e+01,1.332509154046448652e+00
1.541389905091662094e+01,-9.942299619554227919e-01,-3.119352562636078741e+00,-2.538357438388378284e+01,1.330659592862648122e+00
1.542353273782344480e+01,-9.932331020831063340e-01,-3.119311938665769723e+00,-2.535183711715876953e+01,1.328792524093979299e+00
1.543316642473026690e+01,-9.922284982092189898e-01,-3.119271609793770939e+00,-2.532002078831023795e+01,1.326907828127445566e+00
1.544280011163709077e+01,-9.912159823290399574e-01,-3.119231579413271227e+00,-2.528812724799482226e+01,1.325005499054863423e+00
1.545243379854391286e+01,-9.901953753211665266e-01,-3.119191858665043782e+00,-2.525615750346758759e+01,1.323085603590066661e+00
1.546206748545073495e+01,-9.891665235509969900e-01,-3.119152465971254173e+00,-2.522411151220427783e+01,1.321148218065819613e+00
1.547170117235755882e+01,-9.881293277542269049e-01,-3.119113424401788848e+00,-2.519198829501425152e+01,1.319193362542841363e+00
1.548133485926438091e+01,-9.870837553656525154e-01,-3.119074757674584752e+00,-2.515978633301120482e+01,1.317220951824944919e+00
1.549096854617120300e+01,-9.860298324998955088e-01,-3.119036486010434039e+00,-2.512750412780077625e+01,1.315230777990226807e+00
1.550060223307802687e+01,-9.849676180010931148e-01,-3.118998623109564328e+00,-2.509514075591976834e+01,1.313222529507675596e+00
1.551023591998485074e+01,-9.838971674624548136e-01,-3.118961175177032086e+00,-2.506269625122302358e+01,1.311195840999203721e+00
1.551986960689167283e+01,-9.828184981971475054e-01,-3.118924142299746016e+00,-2.503017170148085668e+01,1.309150358542021442e+00
1.552950329379849670e+01,-9.817315658728480443e-01,-3.118887521759990289e+00,-2.499756903186216306e+01,1.307085800826671473e+00
1.553913698070531879e+01,-9.806362599798391644e-01,-3.118851312277803878e+00,-2.496489054210253755e+01,1.305001997840879113e+00
1.554877066761214088e+01,-9.795324195621174512e-01,-3.118815517888792410e+00,-2.493213833769214105e+01,1.302898895597583984e+00
1.555840435451896475e+01,-9.784198644525692323e-01,-3.118780150272798757e+00,-2.489931382641595192e+01,1.300776525679310236e+00
1.556803804142578684e+01,-9.772984325069228317e-01,-3.118745228819892024e+00,-2.486641743099283275e+01,1.298634948933363953e+00
1.557767172833261071e+01,-9.761680114797639529e-01,-3.118710778410109352e+00,-2.483344860287410683e+01,1.296474190352833400e+00
1.558730541523943280e+01,-9.750285558008928710e-01,-3.118676825581917722e+00,-2.480040613144662842e+01,1.294294184724696262e+00
1.559693910214625490e+01,-9.738800831051747098e-01,-3.118643394258051149e+00,-2.476728865432140125e+01,1.292094749285246591e+00
1.560657278905307876e+01,-9.727226515458426981e-01,-3.118610502334931756e+00,-2.473409521462105687e+01,1.289875591430734492e+00
1.561620647595990263e+01,-9.715563247950023129e-01,-3.118578160180613068e+00,-2.470082569796594640e+01,1.287636348972152067e+00
1.562584016286672473e+01,-9.703811354117559684e-01,-3.118546371505082959e+00,-2.466748101889646350e+01,1.285376650677909627e+00
1.563547384977354859e+01,-9.691970577783617369e-01,-3.118515136342797867e+00,-2.463406300235966029e+01,1.283096178835062107e+00
1.564510753668037069e+01,-9.680039989040294390e-01,-3.118484455241426812e+00,-2.460057399764141906e+01,1.280794715060680211e+00
1.565474122358719278e+01,-9.668018099533179921e-01,-3.118454333380384469e+00,-2.456701634212728180e+01,1.278472155726821269e+00
1.566437491049401665e+01,-9.655903150295299664e-01,-3.118424783361677388e+00,-2.453339183660522949e+01,1.276128492552309757e+00
1.567400859740083874e+01,-9.643693484647902769e-01,-3.118395825818752076e+00,-2.449970138941094078e+01,1.273763764382028985e+00
1.568364228430766083e+01,-9.631387892520535399e-01,-3.118367487654034154e+00,-2.446594493518482949e+01,1.271377994774351095e+00
1.569327597121448470e+01,-9.618985821053129825e-01,-3.118339798440057820e+00,-2.443212165109208556e+01,1.268971134184169181e+00
1.570290965812130679e+01,-9.606487386994528865e-01,-3.118312786081268939e+00,-2.439823040408828803e+01,1.266543024041377086e+00
1.571254334502813066e+01,-9.593893186850128707e-01,-3.118286473061677277e+00,-2.436427029397540522e+01,1.264093393362377693e+00
1.572217703193495453e+01,-9.581203962526091411e-01,-3.118260874427207341e+00,-2.433024112908872993e+01,1.261621888722072926e+00
1.573181071884177662e+01,-9.568420224491370751e-01,-3.118235998123799924e+00,-2.429614369260360718e+01,1.259128128413819603e+00
1.574144440574860049e+01,-9.555541947670371794e-01,-3.118211847593800101e+00,-2.426197972102347933e+01,1.256611764432657985e+00
1.575107809265542258e+01,-9.542568433289642105e-01,-3.118188425842900013e+00,-2.422775160310379761e+01,1.254072533671176659e+00
1.576071177956224467e+01,-9.529498379389256257e-01,-3.118165739738989917e+00,-2.419346189116076928e+01,1.251510283060564221e+00
1.577034546646906854e+01,-9.516330139040863889e-01,-3.118143803230920774e+00,-2.415911277235332477e+01,1.248924961285405200e+00
1.577997915337589063e+01,-9.503062087923686008e-01,-3.118122638502517585e+00,-2.412470565862054173e+01,1.246316579755777365e+00
1.578961284028271272e+01,-9.489692989342145557e-01,-3.118102274706097354e+00,-2.409024101746721414e+01,1.243685154709393670e+00
1.579924652718953659e+01,-9.476222245328449478e-01,-3.118082744658579042e+00,-2.405571849294217301e+01,1.241030647894313166e+00
1.580888021409635869e+01,-9.462649957061783912e-01,-3.118064080506586677e+00,-2.402113727898372275e+01,1.238352923602306754e+00
1.581851390100318078e+01,-9.448976775947850459e-01,-3.118046309683981221e+00,-2.398649663199170945e+01,1.235651734821419767e+00
1.582814758791000642e+01,-9.435203590636854765e-01,-3.118029452398579870e+00,-2.395179636849579552e+01,1.232926742483236193e+00
1.583778127481682851e+01,-9.421331145482459979e-01,-3.118013521420054168e+00,-2.391703719918329440e+01,1.230177561850857026e+00
1.584741496172365238e+01,-9.407359707093951862e-01,-3.117998524239415481e+00,-2.388222080043100348e+01,1.227403822006777334e+00
1.585704864863047447e+01,-9.393288881180781313e-01,-3.117984466945983524e+00,-2.384734960364898626e+01,1.224605220565224917e+00
1.586668233553729657e+01,-9.379117636180918094e-01,-3.117971358641590029e+00,-2.381242636731075635e+01,1.221781557272531460e+00
1.587631602244412043e+01,-9.364844527104005945e-01,-3.117959215045194910e+00,-2.377745366116858605e+01,1.218932736577106102e+00
1.588594970935094253e+01,-9.350468051836430261e-01,-3.117948060185678827e+00,-2.374243341762385384e+01,1.216058738595687361e+00
1.589558339625776462e+01,-9.335987031551800097e-01,-3.117937925662442211e+00,-2.370736668417492155e+01,1.213159567359971547e+00
1.590521708316458849e+01,-9.321400899287375363e-01,-3.117928847695485395e+00,-2.367225364989599257e+01,1.210235191968184187e+00
1.591485077007141058e+01,-9.306709808578135235e-01,-3.117920862862496367e+00,-2.363709393650003321e+01,1.207285498291644998e+00
1.592448445697823267e+01,-9.291914528845075516e-01,-3.117914003823427205e+00,-2.360188706547993931e+01,1.204310265621544085e+00
1.593411814388505832e+01,-9.277016159330571110e-01,-3.117908296339511498e+00,-2.356663296071940294e+01,1.201309175095482296e+00
1.594375183079188041e+01,-9.262015748887880706e-01,-3.117903758500765399e+00,-2.353133233622800802e+01,1.198281847199599737e+00
